NOMBRE_COMPANIA|COMISION_COMPANIA|IDENTIFICACION_EMPLEADO|TELEFONO_EMPLEADO|NOMBRE_EMPLEADO|NUMERO_CUENTA|NUMERO_TARJETA|OPERADOR_TARJETA|VENCIMIENTO_TARJETA|SALDO_CUENTA|MONEDA|COTIZACION_USD
Prime Dynamics|4.99|190-62-8803|074-400-9404|Sharon Powell|ee51cd06-f140-4708-a305-bd996a0c0c51|5534719227179917|Visa|11/27|27002.67|Pesos Argentinos|0.0028
TechNova|6.27|623-31-9414|+1-258-658-4636|Charles Hayes|712c5f92-5d08-4d46-993d-043f8dae35a6|348406226317360|Mastercard|05/29|61493.34|Pesos Argentinos|0.0028
GreenWave Inc.|18.65|661-88-7562|079-369-3465x48072|Cynthia Rangel|e7d0cead-4f2e-4e48-bfe7-f010e3990527|4935841960621590844|Visa|03/28|5312.01|Dolar Canadiense|0.75
Visionary Labs|13.74|596-58-5538|6191463946|Erik Woodard|79bf33f4-8ed3-46ae-8512-0d44134cdf13|3577682055670881|UnionPay|10/27|19101.29|Euro|1.1
BluePeak Systems|3.65|339-70-0104|001-142-164-2646x733|Andre Snow|01ae60f7-79a2-4e90-a025-de658113135f|3509714137096471|Visa|12/26|78826.6|Euro|1.1
Visionary Labs|12.19|410-93-2057|+1-837-291-1443|Allen Ross|9afb8c49-b093-464b-9b1a-aad07ae2ad72|4465662736562171|Discover|08/28|67341.06|Libra|1.3
GreenWave Inc.|11.2|335-59-1347|001-706-759-8809x1190|Steven Lopez DDS|e212d5ee-0c08-4eee-9b11-6a2d95cad04d|4401762701110860|Visa|07/27|96840.16|Dolar|1
BluePeak Systems|5.66|087-02-3545|001-116-494-2726x8533|Brandon Villanueva|5164d38a-0b01-4434-bcab-8937fa8933a8|2225164237281067|American Express|03/25|42239.16|Yen|0.007
Skyline Ltd|15.61|738-98-0138|(953)357-9224x444|Christine Martinez|fbfa9ad7-7147-4448-bfa8-0d40e05e2d72|3590145837884165|Discover|12/25|38804.14|Euro|1.1
Apex Solutions|4.01|769-44-6905|001-385-619-0196|Kelly Harrison|af5cb2aa-09cb-4979-8362-425f6ad8eb84|6523552517078890|American Express|12/25|56893.39|Euro|1.1
NextGen Ventures|12.87|630-39-2694|(726)436-1547|Lori Mitchell|bcdcdc22-67e1-4136-b294-02553f0ec6a2|5369347879461340|Discover|06/28|49741.42|Libra|1.3
NextGen Ventures|13.87|707-08-6587|+1-231-640-1049x84675|Jeremiah Young|1bb7d2c0-8530-46a5-96a3-5cd565687b43|2720210293919197|Mastercard|04/27|10633.34|Dolar|1
TechNova|15.31|241-59-7234|+1-995-445-5906|Sharon Quinn|36b98831-9541-463a-ae77-e9d50ca585e2|3508092144394390|UnionPay|11/26|97094.02|Yen|0.007
TechNova|14.02|874-96-1018|(926)127-5465|Joseph Clark|46bde100-53e4-4e00-bc95-bbf825efd015|3533718921973803|Discover|09/29|23111.13|Dolar|1
TechNova|8.0|853-18-4220|001-085-018-1027x5963|Laurie Henderson|49f66899-5590-484a-9e86-859386b02d82|675955775043|American Express|03/28|62614.45|Real|0.19
Visionary Labs|3.5|756-59-5273|548-126-9668x393|Joshua Gonzalez|b08ef606-645b-4c01-b6ac-ad08f79c94de|564738835565|Discover|12/24|51205.91|Real|0.19
Apex Solutions|4.37|016-83-7752|001-591-665-9702x2268|Linda Michael|f4c069e4-e9f4-4ca7-bedc-fec08ebfd7ce|371191408966198|UnionPay|09/25|59475.88|Dolar|1
Apex Solutions|0.71|306-86-5895|576-386-2626|Ebony Estrada|9991cdad-59ed-4203-8870-f895cb59e2e4|060463062665|Discover|10/26|77744.99|Real|0.19
Visionary Labs|1.14|857-13-3492|4731928509|Amanda Collins|8aecc1ba-1ad2-4846-8a2e-9e189f6c8e67|4533513904226198|American Express|08/29|33031.56|Real|0.19
TechNova|17.89|395-53-0753|328.566.1410|Melanie Howe|3e854dcf-bbe4-442e-b51c-5db9c408c217|370617404818646|UnionPay|08/28|88090.93|Dolar Canadiense|0.75
Visionary Labs|6.47|373-91-1317|+1-214-054-6970x40741|Patrick Hart|24c49c8d-e541-44e4-9e98-4a95bcf67d2c|3586668002727253|Mastercard|10/25|4005.91|Euro|1.1
Prime Dynamics|10.45|421-25-4962|(355)678-0279|Emily Carrillo|3ecf6eb5-cf97-4ab7-8e33-cd9302d1f7e8|3562430064357620|American Express|08/28|70599.26|Dolar Canadiense|0.75
Skyline Ltd|12.41|558-97-3968|001-710-962-0293|Steven Young|97d07901-469b-445e-92e2-c13cff54419e|36076083235174|Mastercard|02/27|38000.08|Dolar|1
GlobalCorp|15.21|377-07-9177|001-205-888-0191x50065|Richard Atkinson|1e8c7f51-a166-4d3e-b6d0-619112fe896b|370375257757250|Mastercard|11/29|7680.36|Dolar|1
Skyline Ltd|0.73|664-79-5851|727.783.0060x27357|Brooke Acosta|ec169e33-b677-442f-a4c4-69346f71fed5|375778300898762|UnionPay|07/25|9262.43|Dolar Canadiense|0.75
Apex Solutions|0.76|816-12-3174|+1-434-155-5629x5219|Corey Orozco|1b3d8283-cae6-4fbf-a85a-8f9811b94b42|4301360979916|Visa|10/26|14669.28|Dolar Canadiense|0.75
BluePeak Systems|8.31|704-79-1153|083.868.3626x37879|Rebecca Brown|cb460c3d-14e7-4dc7-b92d-19cea0a6b188|180043985746546|UnionPay|03/25|17788.7|Dolar Canadiense|0.75
Skyline Ltd|6.19|433-69-3578|189.622.0620|Deanna Wilson|481cca8a-d9cb-47f6-8997-170b83c91c3d|341032574420262|Visa|10/29|89042.39|Libra|1.3
NextGen Ventures|7.93|725-69-6398|(316)995-1225|Justin Newman|cf7a02f0-2079-41d7-9bbd-2ec475151fd2|3520573219863298|UnionPay|06/29|7493.58|Real|0.19
EcoSolutions|8.56|847-37-6602|713-255-1467|David Morgan|50d97a12-d770-4b42-a3c9-e88dcd201f62|5490328512304495|Mastercard|12/28|36738.9|Euro|1.1
GlobalCorp|16.76|411-04-9179|167.833.4620|Stacy Porter|7b5f62cf-c8b8-4b7c-8078-26ab2b398366|639062760082|Discover|03/25|54570.41|Pesos Argentinos|0.0028
Skyline Ltd|9.24|605-92-3120|544-645-8557|Heather Bell|d4f16c49-51e6-4b02-8431-7ccae3e74ef0|213177309157658|Discover|03/28|45853.25|Real|0.19
Apex Solutions|9.01|348-85-1473|5042345521|Tina Hester|d36b2178-6b4a-48bc-9765-727ae33b2e0e|4580691627822321338|Discover|07/27|51126.11|Yen|0.007
TechNova|19.37|518-05-9253|001-107-419-2075x0162|Justin Olson|e916ea6c-8664-4f52-bee7-f9f3dbc072c1|180056166905558|Visa|06/29|46785.67|Yen|0.007
EcoSolutions|0.91|424-23-9488|409-745-2502x0006|Amber Griffin|aadc181b-fbae-487a-93ca-cad0275fa6bb|30026328665772|Visa|05/26|82868.82|Real|0.19
Skyline Ltd|8.44|278-07-8525|136.233.2556x66260|Micheal Hernandez|4ca67de3-05bc-46ab-9eb4-c684517d0469|4943026168150|American Express|03/28|65571.1|Dolar Canadiense|0.75
GlobalCorp|3.84|364-91-4419|001-189-594-8482x097|Kevin Kelly|0d9ba288-6c0a-43a2-b52f-e84413372f89|6530037264930825|Discover|06/29|23892.81|Real|0.19
Skyline Ltd|4.15|417-26-1453|+1-856-657-4591x1781|Austin Holmes|8b48ed6e-b59f-4280-930e-939d867c467d|4769315281089150421|UnionPay|12/24|49644.05|Dolar Canadiense|0.75
GreenWave Inc.|19.01|451-98-1088|030-602-9501|Sarah Hester|4b3a5359-7627-4400-b849-c0644ce8ac0a|4755859057552802|UnionPay|07/26|73599.29|Euro|1.1
Skyline Ltd|15.82|091-81-1237|+1-413-653-4973x2683|Carol Caldwell|0f4ef536-1ec5-4f5a-85af-fc7bc41c3778|4124879958457955616|Visa|06/29|64170.21|Dolar|1
NextGen Ventures|9.06|688-13-6132|416-006-5192x041|Ashley Mullins|7be59aa3-6736-4fe4-b6d4-1847ea3e4484|3514947063371194|UnionPay|10/29|99255.87|Libra|1.3
TechNova|3.2|700-28-3218|(361)724-6510x641|Brian Holmes|8809372d-415a-4a5c-b4ab-734800df5c28|4202844384556410|Visa|11/29|80851.26|Dolar|1
Prime Dynamics|13.45|837-20-2530|746-571-6101|Claire Stafford|7928c2f3-bbba-4646-b42c-89d4333af182|3571746866392997|Mastercard|04/27|85390.76|Real|0.19
BluePeak Systems|12.58|845-79-3957|557.323.3104|Justin Montgomery|166ea7fa-1778-49c4-8779-1fa5a9f545c2|6011711013414905|Discover|10/26|14532.61|Dolar|1
GlobalCorp|12.34|083-25-8834|+1-015-872-3848|Lisa Rangel|a6dd669d-34ab-484d-8737-0851d2f4a2b4|30596777343790|Visa|02/29|20554.94|Pesos Argentinos|0.0028
GlobalCorp|2.78|859-36-6761|337-230-9990x584|Robert Garcia|9295226c-b51e-4e08-bd97-43600d6d83b2|4555328738321435|Discover|04/28|36618.53|Libra|1.3
NextGen Ventures|19.34|015-08-4996|6874060408|Cameron Martinez|8db31e00-4f70-4837-aa83-78949d034b2b|3545300875559296|UnionPay|04/27|7945.11|Yen|0.007
Prime Dynamics|9.88|396-63-1426|579.286.2334|Edward Wyatt|81fd5bd1-1ef7-437d-9120-b39e3ac2c142|3556511980862351|UnionPay|08/28|83926.45|Dolar|1
BluePeak Systems|3.83|551-33-1780|099.764.1729x610|Robert Morrow|a66bab49-9f38-4d7e-af47-0a9c224629cc|4955262788657|Discover|08/29|32614.1|Real|0.19
EcoSolutions|16.51|587-08-6770|001-720-968-1189|Jack Wang|79610900-716c-49b6-aaa0-84db54626644|3597299676018147|UnionPay|05/27|36232.76|Real|0.19
Skyline Ltd|8.88|251-17-5508|(199)330-2044x4430|Robert Thompson|1e4b7521-ecae-4d95-83f1-c2e91b66f9bf|6011059224095794|Visa|01/26|13496.62|Euro|1.1
BluePeak Systems|7.03|538-39-4717|(448)846-8182x23168|David Kennedy|aec48840-57bc-4e4e-9df4-0bc16abcc2bf|4631471193357559898|Mastercard|07/26|67568.3|Libra|1.3
Skyline Ltd|5.15|231-05-8173|+1-080-437-5660x45437|Daniel Bailey|7f410e49-6c1d-4fce-9b12-671db22afe7b|6557502964685019|Visa|02/27|51155.98|Libra|1.3
Apex Solutions|9.21|672-25-3858|001-108-965-5050x0394|Taylor Lester|1c6eab16-ac8e-4e35-b1d9-9ed00edb96d2|3591814466578195|Discover|01/27|82798.55|Pesos Argentinos|0.0028
GreenWave Inc.|2.45|518-09-7585|812.436.9738x718|Maria Fernandez|52b85def-6afa-4520-a429-9dcd8e18c68d|4750992535612835562|Discover|04/29|40342.71|Dolar Canadiense|0.75
Visionary Labs|1.13|559-13-8714|(827)935-8203|Jessica Weaver|9fa42b1d-5df5-4f0a-b014-22473f0d9859|582065579127|Discover|01/27|22051.7|Yen|0.007
NextGen Ventures|15.98|031-03-4609|770-502-1070x769|Megan Wu|36c0c2d8-8e32-4924-86f1-95db978a3ab9|6519545756277260|Mastercard|02/29|67903.16|Yen|0.007
Apex Solutions|8.56|675-84-2239|824.097.0134|Jill Campbell|d555c829-44bb-4dfc-b39f-dfdd866a07e7|4869563143287844|UnionPay|12/28|65476.83|Dolar|1
EcoSolutions|4.18|532-75-8885|780.786.4554x6756|Susan Jones|f114ed1f-bcad-4df4-bd47-47e4ff225ea5|060480032790|Visa|07/25|62305.31|Euro|1.1
GlobalCorp|12.84|831-59-9039|(138)332-8080|Daniel Horn|93051ed2-6eed-4407-a9f0-b208a6997741|30129144753440|American Express|03/26|13422.48|Euro|1.1
EcoSolutions|2.82|112-55-5098|001-770-532-7541x4261|Regina Russell|da8a25bb-f558-4e10-9605-8fad55e81bf0|4601682762936|Visa|05/28|29488.44|Euro|1.1
Visionary Labs|5.24|432-45-4603|+1-199-533-1129x249|Amanda Bennett|49f972b8-610f-4fba-92b4-82ea64f9601e|5467944964233112|Visa|12/27|78029.66|Pesos Argentinos|0.0028
Prime Dynamics|7.34|479-10-0821|910-156-1200x20133|Regina Lee|20189a35-ddfa-41a2-ba99-f6aa96002790|180044869173492|Visa|11/26|63250.94|Dolar Canadiense|0.75
EcoSolutions|3.13|435-31-2483|4379730035|Dawn Campbell|1f3c1daa-6200-40ba-9ed3-6d62c55ee5f4|4404887616353490|American Express|06/25|96513.71|Dolar Canadiense|0.75
BluePeak Systems|1.12|536-21-6100|(618)473-8030|Lisa Alvarado|672c0b48-d5a8-4f11-8b98-af529a4eec67|30086359232199|UnionPay|02/27|68266.17|Dolar Canadiense|0.75
Apex Solutions|8.16|484-48-6072|001-429-223-2571x935|Christina Smith|3fdca036-e5e9-49bb-a385-9b864340dc22|347609470427469|Visa|07/29|80499.94|Dolar Canadiense|0.75
Visionary Labs|2.64|463-90-8448|646-575-5758|Gregory Blair|03f8623c-6ba8-4087-84be-a6e33b1c3f88|2714222274399750|American Express|07/26|42492.49|Real|0.19
NextGen Ventures|9.44|205-30-2114|(050)934-4025x782|Jared Gibson|84bdf12b-4d53-4ec0-948a-e556cdba1c0c|4986884044937511|Mastercard|02/26|48490.57|Yen|0.007
EcoSolutions|2.91|360-25-9308|734.448.8803x813|Heather Goodwin|800c45a3-4bc2-4268-96bd-8163b9bb0487|4128202618901|American Express|10/29|35080.21|Yen|0.007
Visionary Labs|12.04|024-64-6911|001-028-153-5779x92804|David White|f765b1ab-95f3-4d66-bc44-6d1a6c61ec12|676213859389|Discover|03/29|21138.55|Libra|1.3
Visionary Labs|13.56|769-46-8926|+1-838-344-8358x0639|Terri Lee|9b4a9957-725c-43fb-b84a-1e3265f96330|4923066576215|Visa|09/25|79671.95|Euro|1.1
GreenWave Inc.|5.02|529-62-0380|(432)826-1187|Lawrence Johnson|4069433b-7e7c-4485-9ecc-122ec450bae3|4814108028150|Visa|06/27|89189.6|Dolar Canadiense|0.75
GlobalCorp|16.2|178-81-1460|7936927859|Christian Kline|46dc04d7-e32f-4bc7-9bc4-7c49d3975a29|4903777026114960831|UnionPay|05/25|84888.53|Real|0.19
Prime Dynamics|16.5|174-40-3804|042-693-2152x577|Anthony Walsh|56dc3236-5544-450b-a82e-e171f64a45da|4528900540038128|Discover|02/27|4238.62|Dolar Canadiense|0.75
GreenWave Inc.|1.0|323-48-8309|001-786-768-9376x88688|Michael Allen|53f60bf9-5499-477e-92d3-0da05c6b1e98|377873118539506|American Express|03/26|66321.92|Real|0.19
Visionary Labs|13.73|245-11-8786|+1-461-398-0068x4477|Jeremy Gray|98ead49e-a1bd-45d0-84ec-f4100e1a9837|213104239787800|Visa|10/28|62936.65|Dolar|1
TechNova|8.29|084-27-8624|731-208-5769x9217|Ashley Glover|299f918b-c533-4c3c-ad8c-c37c76ec5211|3581162183269934|Mastercard|07/28|46481.91|Real|0.19
GlobalCorp|17.34|499-48-9447|1770786671|Sheila Lopez|952d71d4-5404-4340-8bb0-6c83aaf5b7aa|583001799738|Mastercard|10/28|12675.17|Pesos Argentinos|0.0028
NextGen Ventures|14.67|458-20-5102|001-113-492-9201|Jacob Walker|b8a1967c-4deb-410d-8b47-949279375c05|180079793291655|Discover|12/24|81765.28|Dolar|1
Prime Dynamics|1.96|182-98-8079|9133937659|Ryan Henry|85337bbf-04de-4c20-a32e-463128f9664a|060487685913|Visa|09/28|21525.29|Dolar|1
Apex Solutions|6.56|081-64-6313|004-560-1888|Gregory Lynch|20919217-3dbd-4ca4-ad37-2b593de24ca4|4492650486926|American Express|07/28|75591.86|Real|0.19
EcoSolutions|13.72|163-87-6736|785-818-0041x5384|Nancy Torres|1071c30c-4ce4-4745-b232-ac200f97e714|4781373210929610249|UnionPay|11/24|1529.59|Yen|0.007
BluePeak Systems|15.59|582-18-8825|188-409-0586x6030|Ms. Robin Perry|fa8dbfa5-9ebc-438c-9711-7f626d0de45a|4078591842756147|Mastercard|10/25|9095.88|Dolar Canadiense|0.75
TechNova|18.91|149-33-7272|553.300.6976x91825|Samantha Nichols|f3319872-c723-4622-b2ee-ea3ef9fbfc54|4040878211111|Discover|02/26|96895.67|Libra|1.3
GlobalCorp|19.92|853-11-5331|666-725-2642|Tiffany Clayton|98ff0f34-aa5a-4b5b-ae6a-45d84d8e0716|5579616580201104|Discover|06/28|76210.2|Real|0.19
EcoSolutions|12.33|722-29-8663|787.120.1728x829|Lisa Rodriguez|df5aea13-3b72-4644-a1be-95f12c7f9333|213118733548138|Mastercard|11/26|9378.59|Real|0.19
EcoSolutions|2.06|566-29-5304|110-853-1286x087|Yvette Gentry|01436c89-12c6-41cd-b6ee-de514173e1e3|5239545432029540|American Express|03/27|42346.36|Dolar|1
EcoSolutions|18.98|654-81-3435|(157)651-6765x7410|Jacqueline Pitts|3af83ec0-5a19-4e9b-802d-17aaa20125a5|4942506584972227|American Express|10/25|58251.4|Dolar|1
Apex Solutions|7.75|723-90-6474|001-124-496-8282x46296|Joseph Burgess|71304fab-7cb3-42b8-9661-b4cce21dff73|30119173218225|Discover|09/29|80947.21|Yen|0.007
Skyline Ltd|10.28|807-08-1102|+1-337-204-3755x6048|David Weaver|ea48bd12-8202-4f06-90f3-07805399a4c3|501821674840|Visa|04/26|15015.49|Pesos Argentinos|0.0028
TechNova|16.61|324-59-9720|(175)282-5736x483|Jeffrey Maldonado|2f84d410-6f09-469e-9c9b-3a69efb49c89|36205379832366|Discover|11/28|46365.18|Dolar Canadiense|0.75
NextGen Ventures|18.58|586-07-0598|+1-904-601-5684x0050|Ronald Dodson|01ff394e-63a0-498e-bda7-559d1d8db0dc|180058523256691|American Express|12/25|2718.36|Dolar Canadiense|0.75
EcoSolutions|8.48|375-78-0636|063.645.4532|Kevin Diaz|9c3b2474-28b7-44e1-85fb-ef053208cdba|4691048726741|Mastercard|12/27|29625.94|Real|0.19
Apex Solutions|3.45|167-53-8786|495-821-7156|Veronica Henderson|b42f3373-ce20-414a-a71d-9cb1c291dba6|3536646753146387|Mastercard|02/25|38217.28|Euro|1.1
GlobalCorp|14.71|354-30-7585|811.724.7129x35455|Jeffrey Taylor|f9af96fd-8940-4b08-a506-f016208b0423|180082242451847|Mastercard|10/25|85360.9|Euro|1.1
Apex Solutions|14.92|776-40-9158|+1-512-465-2737x0305|Dr. Brett Peterson|ea675d35-0124-4c6e-8d98-dac73db4c4e6|4180943401659|Discover|06/25|62983.27|Dolar Canadiense|0.75
TechNova|11.02|456-77-2617|(974)507-3437x743|Barbara Galloway|93413d6e-f228-474c-897c-e761e5a2858d|3508292909303244|American Express|01/26|29241.96|Yen|0.007
NextGen Ventures|19.49|260-78-9953|+1-601-145-5081x477|Nathan Norton|73177cbc-225e-4929-8d6b-79cbfda86506|587279584714|Mastercard|09/25|42262.02|Real|0.19
Skyline Ltd|11.92|158-83-3278|320.045.1076x449|Troy Craig|37b69f6a-3d9f-4e3c-8514-1c6dd0c9bc42|2674542006700274|Discover|09/28|14913.74|Dolar|1
Apex Solutions|18.01|133-96-6922|(679)214-2450x8434|Steven Phillips|0899389b-cd98-4402-9ff8-45439870159b|4662867106506987189|Mastercard|07/25|65370.07|Real|0.19
Apex Solutions|14.07|221-80-3582|366-269-3879x0910|Marie Leon|dff78e2b-ab2a-4def-b752-ff7d9386780c|30114435859619|Mastercard|04/28|81657.96|Yen|0.007
Prime Dynamics|7.14|677-38-6643|001-600-096-9238|Steven Chandler|dc8fe398-e496-4051-8a49-239f7d609ff7|349605447489457|Discover|04/25|5782.29|Dolar|1
Visionary Labs|16.7|297-90-9072|292-647-4596|Amanda Wilson|9dc6085f-66eb-460e-8251-a89a095518fb|4434704499380|Discover|11/25|91822.79|Pesos Argentinos|0.0028
Prime Dynamics|4.72|816-34-2188|001-426-574-4042x408|Nicole Johnson|ac99ff23-a0ae-410a-a9e2-11121e47d000|30533262661782|UnionPay|11/26|19463.01|Dolar|1
TechNova|6.77|238-52-0330|317.211.2076|Lisa Kelley|d9fa136d-aeb5-4c0a-91bb-96d5f81ffe54|180096360635288|Mastercard|05/25|74851.75|Libra|1.3
NextGen Ventures|9.82|838-44-7108|9266977554|Justin Leonard|222b2142-948a-4078-aa10-1063b61bd81e|639007986560|American Express|09/25|71303.48|Yen|0.007
Skyline Ltd|2.52|483-67-9681|690-326-7216x4294|Michael Hicks|7200ca10-2f13-4799-b161-3e0da1b3ff09|4806942792661259|Discover|12/24|31678.44|Dolar|1
GreenWave Inc.|19.67|583-67-7598|555.660.7785|Sarah Johnson|16be3243-95e1-49c5-8154-63d14a3df232|4329469761242448|UnionPay|05/27|48407.97|Pesos Argentinos|0.0028
GreenWave Inc.|17.67|365-64-9525|001-502-285-3767x3635|Kayla Cruz|11d0aee6-ff7f-4150-87d4-00fa8a862eed|3580758926121547|Visa|12/27|37362.84|Real|0.19
EcoSolutions|14.56|761-65-4332|001-087-473-9971|Crystal Ruiz|cae93d4c-38ce-4b4d-9d7e-c85a2d14647f|344500785852793|Visa|06/28|51439.1|Pesos Argentinos|0.0028
EcoSolutions|4.07|643-21-9483|051-214-3389|Nicole Macias|24ff102f-75fb-4452-b940-661aa35a86ea|374253637850457|Discover|09/29|95294.61|Real|0.19
GlobalCorp|10.52|271-74-9243|699.616.1126x374|Samantha Russo|8319a65d-a2ed-4b8f-b52b-1d0fc401660a|4653748783938919|UnionPay|04/27|77598.19|Yen|0.007
TechNova|14.91|129-13-5465|847-414-1614|Judith Nixon|94d64cbe-f523-460d-9da9-36bd095c0bdb|4591517796253920|Visa|04/28|81650.58|Dolar|1
EcoSolutions|1.67|771-27-2311|192-508-7101|Suzanne Jones|37adddb1-5ee9-4d37-8f16-30b07e0b6bcf|213198366001720|Mastercard|12/27|74528.05|Dolar Canadiense|0.75
NextGen Ventures|13.66|169-15-8654|(268)120-2238x4245|Mario Rodriguez|25518d3d-3960-45c4-8265-8ed789a4af61|4472977011767135877|Visa|02/29|55542.52|Real|0.19
GreenWave Inc.|1.95|503-19-1822|(211)905-8492|Patricia Lee|fd1de039-229a-4765-bba1-8944ff7ee34e|371915684713290|Discover|05/29|11975.63|Real|0.19
BluePeak Systems|12.25|819-30-0627|463.397.6896x37250|David Boone|b124987f-17ec-4d4a-8cb6-be74e3634a55|346172303782395|Discover|12/28|48217.91|Dolar Canadiense|0.75
Skyline Ltd|14.27|257-27-6089|(976)952-9749|Anthony Savage|e6898c8a-e48b-4bcb-add7-098cbdfcdbb1|3586223056574753|UnionPay|09/26|41433.53|Real|0.19
NextGen Ventures|5.01|037-02-6139|+1-453-155-1942|Madison Jordan|342466d6-cd92-4575-a008-8511ee2e0d68|30262766599872|Discover|12/24|77674.18|Euro|1.1
Prime Dynamics|18.78|018-17-1634|001-460-786-7213x86164|Gregory Mason|beac0039-7d25-4761-9d3f-32d330ac459d|6011225605468914|UnionPay|07/25|55531.22|Pesos Argentinos|0.0028
Skyline Ltd|1.2|646-90-9573|125-108-5935x3339|Alan Peck|1bc032d1-dcfe-4613-b541-6daffc678229|630463660112|Visa|07/28|98335.64|Dolar Canadiense|0.75
TechNova|7.57|367-59-5237|(589)280-8648|Patricia Ritter|f3f1ca3f-0944-407a-9538-996de88846ab|6533764356422992|American Express|01/26|71904.42|Real|0.19
NextGen Ventures|12.91|706-19-5880|218-973-2528x598|Debra Guerrero|2beb443e-2325-480b-950c-b4aa9bdc1060|3513306021041434|Visa|06/29|71624.17|Euro|1.1
Apex Solutions|18.15|604-77-6690|001-519-231-5382x330|Edward Cox|215eff5c-4f24-45b7-ae29-7d39e21cfa14|3590144851902581|American Express|04/29|95947.33|Real|0.19
Skyline Ltd|1.27|370-01-3186|364.287.6309|Michael Green|223298d4-21fe-4801-be93-33e96361d909|4424165164438823|Visa|06/29|39431.92|Euro|1.1
Skyline Ltd|5.53|179-73-0116|9413343432|John Humphrey|7b9e3759-e06d-498a-9abc-82100957f5d0|6011830478563657|Visa|11/26|59034.91|Dolar Canadiense|0.75
Prime Dynamics|5.04|733-75-5220|+1-721-313-9419x54347|Michael Powers|6a2f6898-360a-42d7-bdb4-694044fc287d|4114460102149243|Mastercard|02/25|98942.76|Dolar|1
TechNova|18.44|018-40-0103|9520825230|Eric Ortiz|041d3093-4fb0-43f9-847e-435db4cf6f0d|6521003777260184|Discover|06/29|6398.92|Pesos Argentinos|0.0028
BluePeak Systems|15.58|793-71-5699|147.499.9182x454|Olivia Williams|e52c2a5f-ac36-40f6-867e-c1d94195c0e6|4246250115982016|Mastercard|12/27|48168.06|Euro|1.1
Apex Solutions|16.27|602-55-8157|(486)440-3025|Michael Snow|5e8ba961-30dd-407a-bc12-9e8c69d4d07f|371518758468229|Visa|12/26|67976.61|Pesos Argentinos|0.0028
GlobalCorp|15.92|873-76-7567|547-826-3335x68512|Matthew White|14bbb56a-3606-42f2-8f86-37a0a49c5b8b|6011580802015078|UnionPay|11/27|61986.64|Dolar|1
Prime Dynamics|11.37|013-67-3616|(282)467-0940|Rachel Boyer|e4a646e7-22ad-4b1d-a07b-d699d4f6f198|4586977826157979|UnionPay|02/29|23813.86|Dolar|1
TechNova|14.22|091-33-3897|+1-626-615-6019x6537|Victor Elliott|6bb282f2-c00a-45f8-9458-df88b5812cf4|630416386922|Discover|02/25|32280.16|Dolar|1
Visionary Labs|13.15|736-18-7836|001-284-467-0545x70101|Jessica Delgado|4c5c3194-8682-4b5a-80a0-983a0a791986|30479906966700|American Express|06/29|68408.33|Yen|0.007
EcoSolutions|8.09|782-50-8818|(371)472-5047x0783|Albert Mcdonald|83217c26-308f-4239-8c4f-2abda2daa3cf|3538333788431690|UnionPay|01/25|90763.85|Euro|1.1
Prime Dynamics|4.55|044-29-4280|(854)762-0472|James Floyd|3daaa56d-ff2a-4830-a0de-6dd0419b0ac0|4690979552715560315|Mastercard|05/28|40112.79|Dolar|1
Visionary Labs|8.07|396-29-7763|+1-251-652-7409x187|Carl Carter|c8dcf8ce-2253-4811-be9f-90fa52fe25cc|36456785188337|Discover|01/26|35456.59|Real|0.19
EcoSolutions|12.74|385-50-8668|(884)001-6978x5958|Zachary Mack|95bf83a9-2e1a-40d8-86ed-de0775ca1aae|30058833439823|UnionPay|04/29|28354.68|Euro|1.1
Visionary Labs|1.43|200-95-1999|001-677-129-4448x97265|George Tran|6cb1a7b7-c12f-41a2-b199-037255b357f8|4471228258774698996|Discover|04/28|68774.32|Real|0.19
Skyline Ltd|12.49|162-71-0614|(885)430-7639|Jonathan Byrd|e9cc5dd1-07e7-4caa-b9c4-5e6cbe493442|6532958109838378|American Express|05/25|49600.67|Pesos Argentinos|0.0028
Apex Solutions|2.31|128-07-2825|167-541-6493|Michele Lee|188ce0ec-a881-438a-a5a0-073a357184b2|6011150264273969|American Express|10/28|4589.29|Euro|1.1
NextGen Ventures|10.45|346-55-9961|1272509961|Amanda Gutierrez|8aac7bd0-42b0-4e6f-b173-b36c143638df|4232912325984795792|Mastercard|03/28|38826.67|Dolar|1
BluePeak Systems|11.45|247-31-8464|001-442-128-4209x13198|Daniel Harris|63548ccf-eb7a-481c-9937-aab40f1e473c|3555512304421446|Visa|02/25|87647.93|Real|0.19
GreenWave Inc.|11.48|548-37-1898|(401)735-7841x96935|Jeffrey Fisher|991d9c68-4732-4ed6-af97-2b26943f8677|30467482567612|American Express|07/26|44973.57|Dolar Canadiense|0.75
Skyline Ltd|4.68|727-38-3179|822-957-1194x32214|Laura Rogers|db97fcb3-b12c-4b40-ab48-aa312da5c58f|4140663566941|Visa|06/25|85582.32|Yen|0.007
GlobalCorp|6.32|093-62-0284|(414)111-5152|Tiffany Butler|1f9ec9b2-7d68-4092-bcdc-1a7b256417be|4691451022992|Mastercard|01/28|93692.83|Dolar|1
NextGen Ventures|5.09|800-82-7705|+1-129-132-2358|Roger Faulkner|5ebe712c-6f99-451f-ae98-edec2904d6b2|4458373249050840|Visa|05/26|40934.0|Dolar|1
